id_str,username,screen_name,created_at,friends_count,followers_count,favourited_count,statuses_count,full_text,description,text_created_at,text_favourites_count,text_retweets_count,label
8.70E+17,mgacaron,mgacaron,Tue May 30 10:57:47 +0000 2017,0,0,0,200,"Sadis! KKB Datangi Lalu Bunuh Penambang Emas di Pegunungan Bintang Papua Jokowi Peduli Negeri
https://t.co/QHi50dFhR8.",based on macaron,Sat Jul 23 04:33:35 +0000 2022,0,0,1
1.41E+18,PutuYayan,Yayan putu,Mon Jun 21 21:59:28 +0000 2021,46,0,36,29,"@KalbarKabar @prabowo @Gerindra Joss banget, Pak @prabowo unggul di elektabilitas menjadi capres banding tokoh lainnya dengan capaian 25,08 %. @Gerindra 

Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",Mlm,Wed Jul 20 07:52:47 +0000 2022,0,0,1
1.41E+18,NaraYasir,Yasir nara,Mon Jun 21 22:55:11 +0000 2021,52,0,36,26,"@PapuaKabar1 @prabowo @Gerindra Memang nih, Menhan @prabowo yang saat ini menjadi posisi jadi Menhan meraih keyakinan publik yang luar biasa. @Gerindra 

Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",Smilee,Wed Jul 20 08:04:12 +0000 2022,0,0,1
1.21E+18,arfan37813288,info betta,Thu Dec 26 13:33:39 +0000 2019,68,54,34,477,"@TamaraSukma Vaksin booster percepatan kekebalan komunal

Rakyat rasakan kemajuan",aku anak SGM,Sun Jul 10 04:33:31 +0000 2022,0,0,1
1.41E+18,EnggarSantoso2,Enggar Santoso,Wed Jun 16 06:32:39 +0000 2021,19,22,65,79,"@ss__sumbar @prabowo @Gerindra Pak Bowo Kita semua pasti mendukung Bapak.
@prabowo
@gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",☺,Wed Jul 20 08:19:34 +0000 2022,0,0,1
1.50E+18,jihana_f55,jihan afifah,Wed Feb 23 01:58:10 +0000 2022,186,96,0,317,Karya Bersama Anugerah Ikut Menatap Peluang Pemindahan IKN. Rakyat Rasakan Kemajuan.,jihan,Sun Jul 10 07:57:40 +0000 2022,0,0,1
1.48E+18,cektrend,cektrend,Fri Jan 21 04:50:23 +0000 2022,5,7,399,1198,"https://t.co/FtfW6HFprX

#Japan #Thor #hoshi #ShinzoAbe #jogettiktok #viraltiktok #tiktokterbaru  #cewcakep #sexy #pargoytiktok Pak Yanto Nyate Qurban The Medium Telkom Rakyat Rasakan Kemajuan  #selfielebaran  ALL INDONESIAN FINAL MS Indonesia https://t.co/22PfF1MT4N","Berita Terbaru, Menarik, Informatif
Facebook: https://t.co/779qek2SjC
Twitter: https://t.co/2iPG6SffN1
Tumblr: https://t.co/t8KAMY8T8B",Sun Jul 10 08:48:50 +0000 2022,0,0,1
1.41E+18,Yunita01405961,Yunita,Fri Jul 09 21:42:36 +0000 2021,29,26,301,231,"Vaksin booster untuk kebaikan bersama dalam mencegah naiknya kasus Covid-19.
Rakyat Rasakan Kemajuan https://t.co/Y2kmY0PSDR",Tak selamanya mevvah,Sun Jul 10 06:40:27 +0000 2022,2,0,1
1.41E+18,Nasirru87277174,Nasir rudin,Tue Jun 22 00:07:09 +0000 2021,33,0,48,26,"@SultengKabar @prabowo @Gerindra Memang nih, Pak @prabowo yg kini menjadi jabatan jadi Menhan mendapat keyakinan pemilih yg luar biasa. @Gerindra 

Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",Oleng kapten baputar2,Wed Jul 20 08:27:36 +0000 2022,0,0,1
1.54E+18,Yunisex36_,Yuni,Sun Jun 19 06:18:22 +0000 2022,3,146,325,31,"#lowongankerja jadi pemimpin pemersatu bangsa 
Sange langsung cek bio ya https://t.co/gfCRvz4M59",ON TIME 24 JAM VC & VIDEOS PRIVATE               INFO RATE HUB WA 📲 081271142014,Mon Jul 18 18:02:19 +0000 2022,11,5,1
1.42E+18,jo_anezt,J🅾️➖🅰️NEZT🃏,Sat Jul 31 17:44:53 +0000 2021,5012,4599,411,452,"Kinerja Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir dalam menciptakan lapangan kerja diakui oleh Badan Riset dan Inovasi Nasional atau BRIN.
#BangkitBersamaET https://t.co/GsApqPcqam","Jangan Serius 🇲🇨
Enjoy Aja 😀


Merdeka

#PantangMenyerah
#KibarkanMerahPutih

Jaga NKRI 🇲🇨",Sat Jul 09 01:42:54 +0000 2022,16,10,1
1.39E+18,narabiaga,Narabiaga,Sat Apr 24 05:16:04 +0000 2021,77,24,21,1078,"@Jennife35315642 Cara Cek Lokasi Vaksin Booster Terdekat Pakai Google Maps, Nggak Perlu Repot | Jokowi Peduli Negeri",Perjuangkan kebenaran,Sat Jul 23 04:04:20 +0000 2022,0,0,1
1.54E+18,WarnaUngu4,purplepeople11,Wed Jun 15 03:07:04 +0000 2022,1,0,6,476,"RKUHP penghinaan Presiden dikwatirkan , Jokowi Peduli Negeri https://t.co/s5F70tLV44",Loveyourself,Sat Jul 23 03:18:19 +0000 2022,0,0,1
1.53E+18,KabarNusantara3,Berita Terupdate Nusantara,Sat Jun 04 06:29:43 +0000 2022,181,27,26,32,"Jokowi menyampaikan ucapan selamat Hari Bhayangkara atau hari ulang tahun ke-76 Polri saat menjadi inspektur upacara peringatan Hari Bhayangkara di Semarang, Selasa (5/7/22).

Follow @KabarNusantara3 

#TangkapAbuJanda #AdaApaDenganGojek #videnistmenggeboi  #SikatGigiBareng https://t.co/3vqpykyUWh","Setiap masa memiliki orang nya, dan setiap orang memiliki masanya.",Fri Jul 08 01:57:18 +0000 2022,0,0,1
1.41E+18,BudimanJefy,Jefy budiman,Mon Jun 21 20:45:55 +0000 2021,52,0,35,39,"@KalbarKabar @prabowo @Gerindra Iya banget, Pak @prabowo menjadi salah seorang poros penting penentu bentuk koalisi partai yg siap menjelang thn politik. @Gerindra 

Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",Bisa,Wed Jul 20 07:42:26 +0000 2022,0,0,1
1.55E+18,helloevechan,eve chan,Thu Jul 14 03:21:26 +0000 2022,14,0,33,129,Saatnya kurang tepat. Sekarang saatnya kencangkan ikat pinggang. Lebih tepat anggaran tersebut digunakan untuk program ekonomi rakyat. Sartono Hutomo #DemokratBersamaRakyat AHY Pemimpin Perubahan,Menuju kesuksesan yang hakiki,Tue Aug 02 08:25:34 +0000 2022,0,0,1
1.55E+18,deaa_wila,wila deaa,Thu Jul 14 10:23:59 +0000 2022,0,33,6,10,"Hadir untuk melayani buat Pemimpin pemersatu bangsa ,melayani vcs  info wa cek bio ya ... https://t.co/MKgDwffdUf",ready vcs https://t.co/BHtWMrKw9v,Mon Jul 18 19:02:21 +0000 2022,9,0,1
1.37E+18,ChaplinSupport,Cₛ ₚₐₖₑₜ dᵢ Cₕₐₚₗᵢₙ 📌,Wed Mar 24 03:21:12 +0000 2021,765,293,6679,1255,"#BreakingNews ‼️
-
Twitter ingin memaksa @elonmusk untuk memenuhi pembelian $44‼️
-
Pertarungan pengadilan yg berantakan dapat membuat mereka berkompromi.

Dah kek Indonesia semua bisa di beli ‼️
-
#KM50RekayasaPenguasa
-
[ Minggu Besok Senin Islamphobia ]
https://t.co/FRXloNWXYJ","Santoso #Paket #Ciledug 📣
Pahala #Express Chaplin 📣
Rosalia Express #Larangan 📣
Wa : https://t.co/3I0SGWUYfG…...?",Sun Jul 17 17:52:59 +0000 2022,0,0,1
1.54E+18,TriJenie1,Tri Jenie,Tue Jun 28 17:44:40 +0000 2022,6,689,170,49,"Haiii  vcs sama saya pagii info cek bio hamil
Pemimpin pemersatu bangsa https://t.co/DwYsmms9t0",https://t.co/eFdyNZb0C6,Tue Jul 19 03:01:45 +0000 2022,21,6,1
1.25E+18,Umacina2,Umacina_Rajawali,Fri Apr 10 04:36:49 +0000 2020,422,509,15951,16296,"""Makin pudar persatuan kita. Indonesia hanya akan menjadi cerita di masa lalu dalam ensiklopedia"" - AHY - https://t.co/zokgMQDHUI #DemokratBersamaRakyat AHY Pemimpin Perubahan",kejujuran,Tue Aug 02 07:57:04 +0000 2022,0,0,1
1.55E+18,silviat63041122,silviatan,Mon Jul 18 19:55:17 +0000 2022,2,2,0,1,"Udah Ready Nih 300k
BREAKING NEWS
Hamil
Pemimpin Pemersatu Bangsa
Cibubur
#ONEPIECE1054
#lowongankerja https://t.co/exvz9RXufB",tempatnya sange,Mon Jul 18 20:04:20 +0000 2022,8,0,1
1.18E+18,Aguspermana96,Agus Permana,Fri Oct 11 03:10:10 +0000 2019,106,76,240,1206,IKN membawa ekonomi Kalimantan bahkan Indonesia.. Rakyat Rasakan Kemajuan https://t.co/T8bQFzTCaG,Perbedaan bukan halangan untuk bersatu dan melakukan hal yang mengesankan...,Sun Jul 10 05:47:27 +0000 2022,0,0,1
1.55E+18,cintyaprl,Cintya Aprlia,Tue Jul 12 03:15:25 +0000 2022,2,60,13,143,"sange tapi pengen jadi Pemimpin pemersatu bangsa senin ini, hamil kurang lengkap tanpa vcs crot 💦💦 
Wa di bio yaa🔞
https://t.co/ycWyPrjpAH
https://t.co/ycWyPrjpAH
https://t.co/ycWyPrjpAH
#SaldoKaget #SANGE_AAAAAAAAAA #vcs https://t.co/ZzaoUfTc1F","Hello bebs 💦💦

kepoin koleksi aku dong sayang 😘😘

https://t.co/rNIPNZqTCR
https://t.co/rNIPNZqTCR
https://t.co/rNIPNZqTCR

Grub Bokep Only WA 🥰🥰 082151154886",Mon Jul 18 16:13:37 +0000 2022,5,1,1
1.36E+18,PapuaHunter,Papua Hunter,Wed Feb 03 20:46:06 +0000 2021,178,116,3,1467,"Bamsoet Minta Aparat Sanksi Tegas Oknum Pemasok Amunisi ke KKB Papua
Rakyat Rasakan Kemajuan
https://t.co/fO5ixU3gX5",Mari Tong Jaga Papua,Sun Jul 10 04:34:02 +0000 2022,0,0,1
1.53E+18,AyuandiraSaput1,Ayuandira Saputri,Thu Jun 09 07:20:11 +0000 2022,69,15,105,161,"BERKAT EKONOMI KREATIF, ADA 4,4 JUTA LAPANGAN KERJA BARU TERSEDIA DI INDONESIA

#indonesiahebat #jokowidodo #sandiagauno #ekonomikreatif #ri1
#세븐틴과_캐럿의_world Cibubur #SEVENTEN #ONEPIECE1054 pemimpin pemersatu bangsa https://t.co/yj8vaDDLRp",NKRI,Tue Jul 19 02:00:00 +0000 2022,0,0,1
1.41E+18,FanniPitriani,Fanni Pitriani,Tue Jun 29 01:44:26 +0000 2021,45,0,11,13,"@AngmudaAceh @prabowo @Gerindra Info, disampaikan Hakim tingkat elektabilitas capres sangat menjadi perhitungan partai politik dalam membentuk koalisi.

@prabowo @Gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",,Wed Jul 20 08:29:52 +0000 2022,0,0,1
1.21E+18,p3juangNKRI,Pejuang NKRI,Thu Dec 19 12:27:34 +0000 2019,8770,12597,24077,36657,"Kinerja Menteri BUMN Erick Thohir dalam menciptakan lapangan kerja diakui oleh BRIN. Program Kredit Usaha Rakyat (KUR) yang terus digenjot Erick Thohir berpotensi menyerap 32,1 juta tenaga kerja.
Terus berprestasi.👍
#BangkitBersamaET
https://t.co/iPY2YVyYBm https://t.co/PHbWBZEAh1",Bersatu Jaga NKRI.,Sat Jul 09 01:58:43 +0000 2022,21,18,1
1.34E+18,Hilmifi1,Hello World,Tue Dec 15 10:18:18 +0000 2020,75,6,222,366,"Tak Hanya Filmnya Saja yang Seram, Risa Saraswati Hadirkan Lagu Ivanna Van Dijk yang Kental dengan Sifat Kejam

Ivanna #AremaDay Masukin Islamophobia Irwansyah wasit suamiku #savegaram oma gill Irene Serbia Blockchain Besok senin Dago BRIN
 https://t.co/vyRSkHKYle",What a Wow,Sun Jul 17 15:18:46 +0000 2022,1,0,1
1.54E+18,revan_covida,RevanCovida,Tue Jul 05 07:07:26 +0000 2022,11,2,0,280,"MK berkukuh Presidential Threshold 20 persen konstitusional 

Jokowi Peduli Negeri https://t.co/uFwqOf87Kt",Galang Persaudaraan,Sat Jul 23 04:59:46 +0000 2022,0,0,1
1.43E+18,abanadz,All about Men's,Fri Aug 13 22:51:45 +0000 2021,20,6,36,36,"Ada apa dengan Bonge dan Sule hari ini 

Rekomendasi kaos kaki keren dan trendy buat segala aktivitas
#Shopee77 #TangkapAbuJanda 

https://t.co/qshqMDf7cG https://t.co/6bPQa5MN44","Rekomendasi segala kebutuhan pria 
|| shopee Affiliated",Thu Jul 07 11:33:56 +0000 2022,0,0,1
1.44E+18,kaliasondakh_,Kali,Sun Sep 26 06:22:41 +0000 2021,4,0,0,90,Momen Ketum AHY Menghadiri Europe Day 😎 https://t.co/wQCwGLGjxh #DemokratBersamaRakyat AHY Pemimpin Perubahan,Terus ke barat,Tue Aug 02 08:07:32 +0000 2022,0,0,1
2234174449,syasyakill,syakilla,Sat Dec 07 08:13:03 +0000 2013,212,332,394,6813,"Brin kelas 1 fans raketnya Axelsen Chico sambil dengerin lagu Lee heeseung yuqi dan telah mengirimkan #ShopeePayTHR 🧧. Ayo, ambil di sini sebelum habis 👉👉
https://t.co/r2ocPub9BH https://t.co/GByPkGIsu9",vanilla lattee 🤍,Sun Jul 17 13:33:44 +0000 2022,3,0,1
1.41E+18,nilasarrii1,Nila Sari,Wed Jun 16 06:37:16 +0000 2021,21,4,62,81,"@ibp_aceh @prabowo @Gerindra Semangat Selalu Pak Prabowo, jangan berhanti
@prabowo
@gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",X,Wed Jul 20 08:18:46 +0000 2022,0,0,1
1.41E+18,DonitaSari8,Donita Sari,Tue Jun 29 04:05:43 +0000 2021,51,0,11,13,"@Angmudabengkulu @prabowo @Gerindra Joss nih, Pak Bowo teratas dlm elektabilitas sebagai calon banding calon lainnya dengan capaian 25,08 persen.

@prabowo @Gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",,Wed Jul 20 08:17:16 +0000 2022,0,0,1
1.53E+18,LellaIzhar,Lella Izhar,Tue Jun 07 15:27:30 +0000 2022,135,103,142,221,"Pemerintah Gandeng JICA Jadi Konsultan Pengawas Pembangunan IKN

#PesonaIndonesia Indonesia #IKN WELCOME TO SVT #LangkahTepatKapolri Semangat Jaga Obyektifitas #เตนิวจ๋าโพก้า4ขวบแล้ว Cibubur jokowi prabowo akrab Pemimpin Pemersatu Bangsa Cegah Penularan Covid https://t.co/FgPFliGNKU",Cawang,Tue Jul 19 04:48:09 +0000 2022,1,1,1
1.55E+18,Junari62587370,Junari,Mon Jul 11 02:17:24 +0000 2022,15,0,5,124,Jokowi Peduli Negeri https://t.co/jM6g6ftCvq,,Sat Jul 23 00:37:35 +0000 2022,0,0,1
1.54E+18,Sonia11907140,Sonia,Thu Jun 23 15:02:42 +0000 2022,0,585,45,41,Pemimpin pemersatu bangsa reddy lagi ni vcs nya wa cek si bio ya🌹 https://t.co/YmasFW1UHN,vcs only 24hours,Mon Jul 18 17:16:58 +0000 2022,17,6,1
1.53E+18,Alanasex2,Alanasex,Fri Jun 03 10:19:43 +0000 2022,1,83,26,3,"para pemimpin pemersatu bangsa mananih dari pada nonton bokep mending vcs bareng yu,buruan cek bio ya https://t.co/fqq4q7udyP",Open vcs https://t.co/XVZbMNein3,Mon Jul 18 15:45:50 +0000 2022,27,8,1
4088510652,pulungnawa,Pulung nowo Wijaya,Sun Nov 01 07:55:49 +0000 2015,296,78,8,148,"Elektabilitas Tembus 3 besar, Demokrat: Konduktor Utamanya AHY https://t.co/Ep8u6h2reg  #DemokratBersamaRakyat AHY Pemimpin Perubahan",Previlage,Tue Aug 02 13:06:24 +0000 2022,0,0,1
1.43E+18,amandaajaaaaa,AkuAmandA,Sat Aug 14 17:45:10 +0000 2021,69,691,1348,376,"ada apa dengan ""Pemimpin Pemersatu Bangsa"" ? mending ngopi aja sama manda heheh https://t.co/JN7zsL5x0d","suka fantasi liar masih muda tapi janda heheh akun lama kena suspend _-

mau follback dm ya sayangg",Mon Jul 18 18:01:01 +0000 2022,3,0,1
1.33E+18,ayrafatiha1,ayrafatiha,Thu Nov 26 07:28:27 +0000 2020,2162,5369,7829,30528,"Setiap manusia punya takdirnya masing masing.

BREAKING NEWS Cibubur Innalillah Pemimpin Pemersatu Bangsa #lowongankerja Kadiv Propam https://t.co/YhiyUiPdid","Mahasiswi psikologi, Motivator, Adventure.",Mon Jul 18 14:20:39 +0000 2022,20,7,1
1.43E+18,AnangSloters,anang sloters,Mon Sep 06 08:54:24 +0000 2021,39,12,32,56,"@Psadt_lampung @prabowo @Gerindra Pak Bowo Seluruh Kader siap pilih Bapak.

@prabowo @Gerindra

Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",slot sejati gaes wkwkwkw,Wed Jul 20 07:55:24 +0000 2022,0,0,1
1.36E+18,maduraindo04,maduraindo04,Wed Feb 17 05:07:25 +0000 2021,8,157,12,923,"Ayo Vaksinasi Booster
Rakyat Rasakan Kemajuan https://t.co/Z3ahbuKMFL",#JagaPersaudaraan #NKRIHargaMati,Sun Jul 10 05:44:58 +0000 2022,0,0,1
1.41E+18,LadikaRatu,meisye ladika ratu,Fri Jul 09 08:42:04 +0000 2021,562,478,571,571,"Kasus Covid-19 Kembali Naik, Dinas Pendidikan Sleman Ingatkan Sekolah Jaga Prokes
https://t.co/o8SXo1qPWs.
Jokowi Peduli Negeri https://t.co/E12JWH0Hhd","my everythink

#programfolback
#EkonomiKebangsaan",Sat Jul 23 03:05:00 +0000 2022,1,0,1
1.40E+18,SutanSegehh,SutanSegeh,Mon May 31 02:34:04 +0000 2021,71,44,473,628,"Tetap Disiplin Prokes Serta Menggunakan Masker Untuk Mencegah Penularan Varian Covid-19

Jokowi Peduli Negeri https://t.co/ye9HUJcTtF","Nan Segeh Yo Sutan! 
NKRI",Sat Jul 23 01:47:51 +0000 2022,1,0,1
1.40E+18,megaoktavianii2,mega oktaviani,Tue Jun 08 01:51:50 +0000 2021,41,11,38,34,"@SG_Acehh @prabowo @Gerindra Top banget, Pak Prabowo teratas dlm elektabilitas sebagai calon dibandingkan nama lainnya dengan capaian 25,08 persen.

@prabowo @Gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",bebas deh,Wed Jul 20 08:33:44 +0000 2022,0,0,1
1.51E+18,angelika_sex,angelika,Sun Apr 03 12:02:38 +0000 2022,0,129,238,40,"Hadir untuk melayani kamu pemimpin pemersatu bangsa,yang belum coli mending sama aku yok info wa cek bio aja ya https://t.co/FVaWDflqmi",open vcs trusted dan amanah💯https://t.co/CJSgJnQ0NO,Mon Jul 18 18:14:38 +0000 2022,28,8,1
1.45E+18,DemokratPng,Demokrat Ponorogo,Sat Oct 23 11:37:33 +0000 2021,201,163,205,282,"Ulurkan tangan bantu masyarakat, DPC Partai Demokrat Garut distribusikan 1,5 ton beras dan paket sembako kepada masyarakat terdampak banjir bandang di 7 titik di wilayah Garut, Jawa Barat, Senin (18/7). #DemokratPeduliDanBerbagi https://t.co/DCbXHLH7RR #DemokratBersamaRakyat","Akun Twitter Resmi DPC Partai Demokrat Ponorogo
follow kami juga di :
-FB: Demokratponorogo
-IG : Demokratponorogo",Tue Aug 02 11:25:27 +0000 2022,0,0,1
1.41E+18,Ganendra_Rahady,Ganendra Rahadyan,Tue Jul 13 15:32:40 +0000 2021,47,11,1087,782,"PPKM Level 1, Jawa-Bali Kembali diperpanjanh hingga 01-Agustus-2022 . Semoga kesadaran masyarakat semakin tinggi akan bahaya dari Covid-19

Masa Depan NKRI #AhlanWaSahlanIBHRS #TayTawan31stBirthday #AirlanggaHartarto #FajriUN1TY2Dekade #안녕_세상아_엑디즈가_왔다 https://t.co/yrmDtaItKi",I like sport,Wed Jul 20 08:42:55 +0000 2022,0,0,1
1.43E+18,ChikaAyumi3,Chika Ayumi,Mon Sep 06 11:38:02 +0000 2021,0,1,190,395,Anies AHY Diprediksi Menang Pilpres 2024 https://t.co/Cuwp0I3WmM  #DemokratBersamaRakyat AHY Pemimpin Perubahan,,Tue Aug 02 08:14:32 +0000 2022,0,0,1
1.55E+18,ErafanIndra,Erafan Indra,Wed Jul 13 07:10:02 +0000 2022,5,0,0,20,"“Kami juga mendukung tuntutan KSP Moeldoko agar Komnas HAM turun untuk mengusut dugaan pelanggaran HAM dalam pembantain tersebut,"" 
Jokowi Peduli Negeri",,Sat Jul 23 05:39:06 +0000 2022,0,0,1
1.43E+18,prtm_eko,eko_pratama,Tue Aug 17 09:11:52 +0000 2021,17,3,46,55,"@AMT_Sumbar @prabowo @Gerindra Info, disampaikan Hakim tinggi elektabilitas capres bisa jadi pertimbangan partai politik ketika membuat koalisi.
@prabowo
@gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",R,Wed Jul 20 07:56:46 +0000 2022,0,0,1
1.26E+18,DemokratKalbar,Demokrat Kalbar,Wed May 06 07:05:23 +0000 2020,191,852,1641,3048,AHY Paham Rute Keluar Jebakan Partai Papan Tengah ke Papan Atas https://t.co/xocaoitpnt https://t.co/TX047rR7y7 #DemokratBersamaRakyat AHY Pemimpin Perubahan,Akun Resmi DPD Partai Demokrat Provinsi Kalimantan Barat | IG: https://t.co/a0ooILNnYr | Facebook: https://t.co/c5Y7EdVPFw,Tue Aug 02 08:01:24 +0000 2022,0,0,1
1.53E+18,catrunohno34,cat run ohno,Tue Jun 07 01:55:51 +0000 2022,5,0,0,170,KSTP sampai Jokowi Peduli Negeri https://t.co/ZiFQWjFFpK,let me sleep please,Sat Jul 23 03:02:39 +0000 2022,0,0,1
1.42E+18,NadaShabita,Afifah Nada Shabita,Fri Jul 30 02:38:32 +0000 2021,27,6,45,50,"@SG_Sumsel @prabowo @Gerindra Memang sih, Pak Bowo yg sekarang menduduki jabatan sebagai Menhan mendapat kepercayaan publik yg tinggi.

@prabowo @Gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",Hay kamu,Wed Jul 20 08:00:18 +0000 2022,0,0,1
1.55E+18,triacct,Triacct,Tue Jul 12 06:06:34 +0000 2022,50,128,0,84,"Kasus Covid-19 Meningkat, Vaksinasi Booster

Jokowi Peduli Negeri https://t.co/dXT15INTgK",Saya manusia biasa saya makan nasi,Sat Jul 23 04:28:57 +0000 2022,0,0,1
1628886492,KolaborasiR,KOLABIRASI RAKYAT,Sun Jul 28 22:43:46 +0000 2013,496,50244,3063,51094,"Pemerintah fokus mengurus perbaikan harga komoditas di tingkat petani. Salah satunya harga yang berkaitan dengan minyak sawit mentah (CPO). #UpayaSejahterakanUMKM #KemajuanIndustriRI
Kapolda
masa depan nkri
mega usung puan
prabowo selalu teratas
@Syahrul_YL https://t.co/6eQ7eAh7bL",NKRI is more advanced and motivated and invites to something good,Thu Jul 21 08:35:55 +0000 2022,4,10,1
1.46E+18,ganteng_kadang,KADANG GANTENG,Fri Nov 12 06:51:39 +0000 2021,5,3,17,1,"ALAT GYM RUMAHAN

👇

https://t.co/L14nkwV1JA

#SANGE_AAAAAAAAAAH
#SANGE_AAAAAAAAAAH
#SANGE_AAAAAAAAAA
Pemimpin Pemersatu Bangsa
Cibubur
Hamil
Merah CBD",Yang Penting Halal,Tue Jul 19 01:59:25 +0000 2022,0,0,1
1.54E+18,nnurdiann,Nurdian,Sun Jun 19 13:02:20 +0000 2022,7,0,600,603,"vaksin booster dan prokes menjadi pelindung utama menghadapi kenaikan kasus covid-19
Jokowi Peduli Negeri https://t.co/9xqWv39scf",,Sat Jul 23 04:19:05 +0000 2022,1,0,1
1.43E+18,safirabila1,safira bila,Mon Sep 06 09:49:55 +0000 2021,43,18,47,58,"@Psadt_lampung @prabowo @Gerindra Pak Prabowo Kita selalu memenangkan Bapak.

@prabowo @Gerindra

Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",lesu,Wed Jul 20 08:04:10 +0000 2022,0,0,1
1.45E+18,demokratbwi,DPC PD BANYUWANGI OFFICIAL,Sat Oct 30 15:23:30 +0000 2021,364,273,1276,258,Nasi uduk telor mata sapi https://t.co/71izPJRqK3 #DemokratBersamaRakyat AHY Pemimpin Perubahan,,Tue Aug 02 12:30:15 +0000 2022,1,0,1
1.55E+18,Akuramdani1,Ramdani,Sat Jul 09 15:21:12 +0000 2022,3,13,4,457,Megawati Soekarnoputri berfoto bersama sejumlah wartawan di hari ketiga Rakernas II PDIP. Ketua DPP PDIP Puan Maharani tampak ikut foto bersama. https://t.co/jzhHakWqpw Mega Usung Puan,I'm hero,Thu Jul 21 14:27:58 +0000 2022,0,0,1
1.46E+18,AdrienPdkrUtr,Adrien,Sun Nov 14 23:50:46 +0000 2021,27,16,193,316,"Mahfud Md: Musuh Kita Bukan Papua, tapi KKB!

Jokowi Peduli Negeri
https://t.co/OHtikreu6g.","No Hoax, No penyebar kebencian adalah jalan pendekarku",Sat Jul 23 04:51:31 +0000 2022,0,0,1
1.40E+18,linaoktavianii,lina oktaviani,Fri Jun 11 04:10:02 +0000 2021,38,12,57,56,"@SG_Sumsel @prabowo @Gerindra Iya banget, Pak Bowo jadi salah satu kunci penting penentu tujuan koalisi partai politik menjelang pilcapres.

@prabowo @Gerindra
Prabowo Selalu Teratas
Gerindra Sumbu Utama
Masa Depan NKRI",zzzzzzz,Wed Jul 20 07:43:44 +0000 2022,0,0,1
1.50E+18,SOGOTOGEL1,SOGO TOGEL OFFICIAL,Sat Mar 12 06:32:23 +0000 2022,0,3,0,616,"PREDIKSI TOGEL HONGKONG 08 JULI 2022
Link Daftar : https://t.co/0WQT4yEqrk
Link Group Tele : https://t.co/gENl15htep

#Sule #TangkapAbuJanda #MSAT #Ragnarok #sikatgigibareng  #Jombang #MSAT #HunterBiden #TheBoysFinale #WeWantGaramBack #ThorLoveAndThunderID #sogOtogel https://t.co/Zb7VOsOaw9","DEPOSIT PULSA TANPA POTONGAN 100%
Link WA : https://t.co/SkC1XaxY58
Join Group Lomba : https://t.co/QXcCGyiyHG",Fri Jul 08 03:18:24 +0000 2022,0,0,1
38798959,ilhamsyah,ILHAM SYAH,Sat May 09 04:38:02 +0000 2009,139,1709,929,5785,"Galih masih kecil sudah cool

Irwansyah Masukin Suamiku Duka Untuk Indonesia Islamophobia Irene Pramuka Chico Kelas 1 BRIN Dago https://t.co/6hROsnbc83",,Sun Jul 17 14:42:35 +0000 2022,1,0,1
8.02E+17,dikkdikkk,Aku siapa?,Thu Nov 24 14:18:10 +0000 2016,334,800,93,1057,"He is 10 ...
Kalau kaya gini valid gak nih?

- a thread +

Minggu SCBD oknum paha klepon kelas 1
#PermenBocil kominfo
piala prabowo subianto https://t.co/7WOYvjDaMk","cari aja di likes
atau join group di
https://t.co/ylnIaetNV4",Sun Jul 17 08:38:57 +0000 2022,92,10,1
1.36E+18,Irwansy33654104,Irwansyah,Wed Feb 03 19:52:24 +0000 2021,95,113,75,1371,"Kasus covid kembali naik.
Rakyat Rasakan Kemajuan https://t.co/zZxo5y8xDE",Bismillah..,Sun Jul 10 05:02:50 +0000 2022,0,0,1
38615914,tiaranurmaa,tiara,Fri May 08 05:44:34 +0000 2009,268,477,462,46843,"Lihat deal ini!! Kels Langston Air Fryer: https://t.co/T0L8e0go09 

#PERAWAN #INADaruratHukum Dia 10 Danau Toba #nikmir #sukro #lazadaFest Morning #pedulipascapandemicovid19 #CopotJugaFadil jokowi peduli negeri #pagii Labuan Bajo Pola Hidup Sehat #barujadian #Ping",,Sat Jul 23 03:35:09 +0000 2022,0,0,1
